timestamp	device	q0	q1	q2	q3	yaw	pitch	roll
2026-03-16T14:18:15.1640682+08:00	0x08	-0.3266	-0.6472	-0.2965	0.6218	5.06	265.23	307.82
2026-03-16T14:18:15.1800255+08:00	0x01	-0.4787	-0.4166	0.5531	-0.5398	250.54	337.72	77.86
2026-03-16T14:18:15.1939883+08:00	0x04	-0.6108	-0.4281	-0.3597	0.5606	92.41	199.75	276.88
2026-03-16T14:18:15.1939883+08:00	0x03	-0.3241	-0.4799	-0.4431	0.6843	323.37	311.69	299.67
2026-03-16T14:18:15.2099456+08:00	0x06	-0.7353	-0.0682	0.6736	-0.0324	176.72	264.75	8.02
2026-03-16T14:18:15.2258063+08:00	0x02	-0.1140	0.7592	-0.2316	0.5975	332.57	100.54	12.44
2026-03-16T14:18:15.2403869+08:00	0x03	-0.3113	-0.4991	-0.4890	0.6441	315.77	312.30	297.23
2026-03-16T14:18:15.2644801+08:00	0x08	-0.3028	-0.6574	-0.2628	0.6380	5.28	265.99	312.96
2026-03-16T14:18:15.2799502+08:00	0x02	-0.0670	0.7870	-0.2884	0.5413	333.13	105.54	22.42
2026-03-16T14:18:15.2867223+08:00	0x01	-0.5400	-0.3461	0.5946	-0.4848	214.92	300.02	69.26
2026-03-16T14:18:15.2867223+08:00	0x04	-0.6128	-0.4287	-0.3656	0.5541	98.70	192.82	276.99
2026-03-16T14:18:15.3027763+08:00	0x04	-0.6072	-0.4629	-0.3970	0.5094	108.41	176.39	279.57
2026-03-16T14:18:15.3027763+08:00	0x07	-0.6783	-0.1585	0.7047	-0.1347	178.42	271.85	23.96
2026-03-16T14:18:15.3186450+08:00	0x03	-0.2764	-0.5400	-0.5168	0.6041	313.85	305.75	296.87
2026-03-16T14:18:15.3186450+08:00	0x06	-0.7234	-0.0917	0.6817	-0.0599	177.01	266.28	12.22
2026-03-16T14:18:15.3578237+08:00	0x03	-0.2764	-0.5400	-0.5168	0.6041	313.85	305.75	296.87
2026-03-16T14:18:15.3734516+08:00	0x08	-0.2891	-0.6541	-0.2430	0.6554	4.77	268.18	315.83
2026-03-16T14:18:15.3803896+08:00	0x05	0.0216	-0.8110	0.1054	0.5751	5.04	251.18	11.29
2026-03-16T14:18:15.3883659+08:00	0x01	-0.6194	-0.2949	0.6073	-0.4008	193.53	276.51	58.72
2026-03-16T14:18:15.4039260+08:00	0x03	-0.2427	-0.5844	-0.5222	0.5717	317.05	295.64	297.39
2026-03-16T14:18:15.4112956+08:00	0x06	-0.6987	-0.0734	0.7095	-0.0560	178.65	270.75	10.51
2026-03-16T14:18:15.4650010+08:00	0x03	-0.2427	-0.5844	-0.5222	0.5717	317.05	295.64	297.39
2026-03-16T14:18:15.4729790+08:00	0x08	-0.2891	-0.6431	-0.2397	0.6674	4.13	270.46	316.04
2026-03-16T14:18:15.4809577+08:00	0x02	0.0490	0.8506	-0.3050	0.4254	347.72	123.08	34.10
2026-03-16T14:18:15.4879390+08:00	0x01	-0.6976	-0.2468	0.5972	-0.3096	182.11	262.04	46.61
2026-03-16T14:18:15.5033295+08:00	0x04	-0.6265	-0.4974	-0.4387	0.4094	122.75	153.05	288.30
2026-03-16T14:18:15.5113702+08:00	0x09	-0.2073	-0.6457	-0.2520	0.6904	354.19	275.82	322.29
2026-03-16T14:18:15.5183902+08:00	0x03	-0.2232	-0.6212	-0.5203	0.5418	321.41	286.25	297.34
2026-03-16T14:18:15.5183902+08:00	0x06	-0.6790	-0.0351	0.7324	-0.0367	180.35	274.36	5.81
2026-03-16T14:18:15.5658351+08:00	0x03	-0.2232	-0.6212	-0.5203	0.5418	321.41	286.25	297.34
2026-03-16T14:18:15.5730901+08:00	0x08	-0.3037	-0.6266	-0.2533	0.6715	3.36	272.52	313.50
2026-03-16T14:18:15.5887728+08:00	0x02	0.0393	0.8726	-0.2690	0.4058	350.04	127.44	30.09
2026-03-16T14:18:15.5967514+08:00	0x01	-0.7295	-0.2229	0.5893	-0.2663	179.14	257.55	40.63
2026-03-16T14:18:15.6119387+08:00	0x04	-0.6482	-0.4619	-0.4814	0.3669	141.06	133.13	293.01
2026-03-16T14:18:15.6199170+08:00	0x06	-0.6997	-0.0139	0.7143	-0.0091	179.63	271.18	1.87
2026-03-16T14:18:15.6268984+08:00	0x03	-0.2280	-0.6257	-0.5457	0.5087	318.08	286.25	293.82
2026-03-16T14:18:15.6268984+08:00	0x08	-0.2999	-0.5976	-0.2735	0.6915	358.31	279.09	312.13
2026-03-16T14:18:15.6496722+08:00	0x01	-0.7670	-0.1986	0.5713	-0.2143	175.88	252.11	33.75
2026-03-16T14:18:15.6789669+08:00	0x03	-0.2280	-0.6257	-0.5457	0.5087	318.08	286.25	293.82
2026-03-16T14:18:15.6954874+08:00	0x02	0.0538	0.8908	-0.2460	0.3783	354.10	132.47	28.61
2026-03-16T14:18:15.7114451+08:00	0x04	-0.6661	-0.4306	-0.5167	0.3225	150.29	122.15	299.01
2026-03-16T14:18:15.7184253+08:00	0x06	-0.6786	-0.0418	0.7328	-0.0262	178.94	274.35	5.55
2026-03-16T14:18:15.7309431+08:00	0x03	-0.2165	-0.6253	-0.5804	0.4747	309.68	289.97	291.36
2026-03-16T14:18:15.7309431+08:00	0x08	-0.2584	-0.5671	-0.2878	0.7272	349.85	288.28	315.40
2026-03-16T14:18:15.7498912+08:00	0x01	-0.7993	-0.1924	0.5264	-0.2165	174.53	245.10	33.28
2026-03-16T14:18:15.7578703+08:00	0x07	-0.1881	-0.6544	0.2634	-0.6833	351.81	84.78	37.01
2026-03-16T14:18:15.7725479+08:00	0x06	-0.6590	-0.0287	0.7515	-0.0127	178.92	277.47	3.43
2026-03-16T14:18:15.7805278+08:00	0x03	-0.2165	-0.6253	-0.5804	0.4747	309.68	289.97	291.36
2026-03-16T14:18:15.7971718+08:00	0x02	0.0306	0.9114	-0.1445	0.3842	356.69	133.80	16.68
2026-03-16T14:18:15.8359106+08:00	0x05	-0.1127	-0.9077	0.0235	0.4036	12.93	227.63	357.23
2026-03-16T14:18:15.8428923+08:00	0x08	-0.2216	-0.5407	-0.2844	0.7601	345.40	294.50	319.88
