timestamp	device	q0	q1	q2	q3	yaw	pitch	roll
2026-03-15T23:01:01.5837815+08:00	0x09	-0.6326	0.2474	0.6767	0.2841	174.30	276.15	316.04
2026-03-15T23:01:02.0220821+08:00	0x09	-0.6928	0.2347	0.6545	0.1910	185.26	265.09	325.11
2026-03-15T23:01:02.4808869+08:00	0x09	-0.7081	0.2544	0.6169	0.2307	185.66	260.07	320.16
2026-03-15T23:01:02.9322621+08:00	0x09	-0.6921	0.2979	0.6001	0.2685	187.57	258.57	313.17
2026-03-15T23:01:03.3947529+08:00	0x09	-0.8123	0.3706	0.4286	0.1384	215.13	224.97	327.14
2026-03-15T23:01:03.8532381+08:00	0x09	-0.8094	0.3688	0.4342	0.1425	214.54	225.75	326.57
2026-03-15T23:01:04.2961412+08:00	0x09	-0.8199	0.1656	0.5407	0.0891	190.68	245.02	341.02
2026-03-15T23:01:04.7535759+08:00	0x09	-0.7363	0.1525	0.6551	0.0738	187.73	262.10	342.03
2026-03-15T23:01:05.2072303+08:00	0x09	-0.7009	0.1160	0.7037	0.0058	189.02	269.45	350.13
2026-03-15T23:01:05.6602140+08:00	0x09	-0.6964	0.0841	0.7127	0.0071	186.20	270.92	352.54
2026-03-15T23:01:06.1149024+08:00	0x09	-0.7643	0.2538	0.5840	0.1017	197.56	250.54	333.14
2026-03-15T23:01:06.5634596+08:00	0x09	-0.8595	0.3802	0.3383	0.0475	221.34	215.43	340.20
2026-03-15T23:01:07.0230104+08:00	0x09	-0.8577	0.3769	0.3462	0.0492	220.74	216.39	339.80
2026-03-15T23:01:07.4917384+08:00	0x09	-0.8795	0.3675	0.2944	0.0689	220.07	209.76	340.28
2026-03-15T23:01:07.9323333+08:00	0x09	-0.7602	0.2676	0.5555	0.2047	193.07	247.87	322.52
2026-03-15T23:01:08.3883935+08:00	0x09	-0.7208	0.2261	0.6044	0.2532	181.47	259.43	320.34
2026-03-15T23:01:08.8433176+08:00	0x09	-0.7212	0.2334	0.5914	0.2749	180.89	258.36	317.72
2026-03-15T23:01:09.2975727+08:00	0x09	-0.7157	0.2350	0.5989	0.2720	180.82	259.53	317.87
2026-03-15T23:01:09.7449644+08:00	0x09	-0.7175	0.2393	0.5994	0.2622	182.22	258.91	318.46
2026-03-15T23:01:10.2062155+08:00	0x09	-0.7174	0.2404	0.6029	0.2533	182.99	258.97	319.21
2026-03-15T23:01:10.6585771+08:00	0x09	-0.7154	0.2393	0.6074	0.2490	183.01	259.56	319.68
2026-03-15T23:01:11.1254867+08:00	0x09	-0.7173	0.2385	0.6054	0.2491	183.04	259.22	319.75
2026-03-15T23:01:11.5642367+08:00	0x09	-0.7215	0.2398	0.5996	0.2499	183.49	258.16	319.60
2026-03-15T23:01:12.0171351+08:00	0x09	-0.7135	0.2384	0.6055	0.2598	181.95	259.90	318.75
2026-03-15T23:01:12.4746337+08:00	0x09	-0.7165	0.2365	0.6001	0.2656	181.55	259.30	318.36
