timestamp	device	q0	q1	q2	q3	yaw	pitch	roll
2026-03-16T16:52:07.1935479+08:00	0x05	-0.0235	0.0139	0.6252	0.7800	77.44	359.55	356.90
2026-03-16T16:52:07.1935479+08:00	0x07	0.5739	0.4204	0.6141	-0.3417	171.36	91.66	294.69
2026-03-16T16:52:07.6593950+08:00	0x05	-0.7335	-0.1031	0.6354	0.2182	154.13	264.31	349.10
2026-03-16T16:52:07.6593950+08:00	0x07	0.6025	0.3801	0.6365	-0.2954	171.31	91.60	302.86
2026-03-16T16:52:08.0922496+08:00	0x05	-0.7416	-0.1026	0.6328	0.1976	155.94	262.96	350.60
2026-03-16T16:52:08.1262506+08:00	0x07	0.6192	0.3628	0.6408	-0.2726	170.36	92.88	306.62
2026-03-16T16:52:08.5580628+08:00	0x05	-0.7276	-0.0980	0.6549	0.1791	157.64	265.48	352.40
2026-03-16T16:52:08.5628090+08:00	0x07	0.6246	0.3598	0.6491	-0.2431	167.86	93.53	309.58
2026-03-16T16:52:09.0264809+08:00	0x07	0.6265	0.3388	0.6597	-0.2399	170.65	91.25	311.62
2026-03-16T16:52:09.0264809+08:00	0x05	-0.7031	-0.0995	0.6958	0.1079	163.14	269.52	359.25
2026-03-16T16:52:09.4565165+08:00	0x05	-0.7034	-0.1175	0.6932	0.1042	161.95	269.02	0.93
2026-03-16T16:52:09.4575542+08:00	0x07	0.6309	0.3340	0.6602	-0.2337	170.42	91.61	312.62
2026-03-16T16:52:09.9276164+08:00	0x05	-0.7020	-0.1122	0.6952	0.1066	162.20	269.39	0.36
2026-03-16T16:52:09.9286517+08:00	0x07	0.6314	0.3329	0.6621	-0.2282	170.06	91.59	313.20
2026-03-16T16:52:10.3575533+08:00	0x07	0.6345	0.3274	0.6613	-0.2302	170.73	91.62	313.52
2026-03-16T16:52:10.3944735+08:00	0x05	-0.7023	-0.1184	0.6929	0.1119	161.25	269.16	0.39
2026-03-16T16:52:10.8248594+08:00	0x07	0.6281	0.3332	0.6596	-0.2438	171.63	90.95	311.78
2026-03-16T16:52:10.8248594+08:00	0x05	-0.7066	-0.1232	0.6889	0.1046	161.44	268.34	1.25
2026-03-16T16:52:11.2886883+08:00	0x05	-0.7075	-0.1223	0.6881	0.1050	161.49	268.23	1.13
2026-03-16T16:52:11.2886883+08:00	0x07	0.6244	0.3364	0.6598	-0.2484	171.93	90.52	311.06
2026-03-16T16:52:11.7253030+08:00	0x07	0.6180	0.3458	0.6498	-0.2763	173.59	90.28	307.74
2026-03-16T16:52:11.7253030+08:00	0x05	-0.7141	-0.1314	0.6824	0.0844	162.34	266.88	3.38
2026-03-16T16:52:12.1607858+08:00	0x07	0.6396	0.3051	0.6254	-0.3266	181.73	90.42	306.93
2026-03-16T16:52:12.1913158+08:00	0x05	-0.7385	-0.2272	0.6348	-0.0001	159.48	258.31	16.78
2026-03-16T16:52:12.6271098+08:00	0x07	0.6809	0.4081	0.5186	-0.3176	154.05	120.22	301.16
2026-03-16T16:52:12.6792098+08:00	0x05	-0.7052	-0.2432	0.6591	-0.0957	165.90	262.72	27.10
2026-03-16T16:52:13.0897282+08:00	0x07	0.6726	0.3664	0.5361	-0.3548	166.81	110.60	299.52
2026-03-16T16:52:13.0897282+08:00	0x05	-0.6942	-0.2691	0.6594	-0.1043	164.19	262.80	29.98
2026-03-16T16:52:13.5231186+08:00	0x07	0.6545	0.3548	0.6126	-0.2654	167.09	100.02	308.54
2026-03-16T16:52:13.5568044+08:00	0x05	-0.7375	-0.2100	0.6413	0.0266	159.31	259.58	13.31
2026-03-16T16:52:13.9888894+08:00	0x07	0.7236	0.3738	0.5025	-0.2901	155.70	122.63	307.29
2026-03-16T16:52:14.0254055+08:00	0x05	-0.7348	-0.1714	0.6558	0.0237	163.24	261.88	10.95
2026-03-16T16:52:14.4273193+08:00	0x07	0.6644	0.3824	0.5794	-0.2768	161.31	107.45	305.81
2026-03-16T16:52:14.4574604+08:00	0x05	-0.7501	-0.1363	0.6363	0.1177	159.25	260.65	359.82
2026-03-16T16:52:14.8904929+08:00	0x07	0.6219	0.4402	0.5649	-0.3170	155.30	110.81	296.94
2026-03-16T16:52:14.9236299+08:00	0x05	-0.7530	-0.1064	0.6377	0.1228	161.51	260.98	357.18
2026-03-16T16:52:15.3249086+08:00	0x07	0.5932	0.4800	0.5354	-0.3621	146.74	119.77	289.34
2026-03-16T16:52:15.3607771+08:00	0x05	-0.7507	-0.1069	0.6411	0.1185	161.78	261.37	357.66
2026-03-16T16:52:15.7907052+08:00	0x07	0.5679	0.5086	0.5131	-0.3945	134.77	131.81	284.09
2026-03-16T16:52:15.8246726+08:00	0x05	-0.7465	-0.1038	0.6463	0.1190	162.00	262.17	357.51
2026-03-16T16:52:16.2239248+08:00	0x07	0.5391	0.5338	0.4947	-0.4239	114.35	151.88	279.87
2026-03-16T16:52:16.2907502+08:00	0x05	-0.7402	-0.0977	0.6541	0.1210	162.34	263.39	357.06
2026-03-16T16:52:16.6906327+08:00	0x07	0.5155	0.5528	0.4730	-0.4528	81.51	185.18	278.23
2026-03-16T16:52:16.7245422+08:00	0x05	-0.7344	-0.0966	0.6610	0.1200	162.49	264.40	357.21
2026-03-16T16:52:17.1241704+08:00	0x07	0.5009	0.5627	0.4630	-0.4669	62.17	204.51	278.54
2026-03-16T16:52:17.1946035+08:00	0x05	-0.7382	-0.0970	0.6572	0.1175	162.66	263.75	357.37
2026-03-16T16:52:17.5912954+08:00	0x07	0.4832	0.5737	0.4517	-0.4831	43.36	223.24	279.90
2026-03-16T16:52:17.6242153+08:00	0x05	-0.7372	-0.1035	0.6574	0.1166	162.17	263.77	357.94
2026-03-16T16:52:18.0239458+08:00	0x07	0.4695	0.5845	0.4436	-0.4911	34.32	231.79	281.57
2026-03-16T16:52:18.0919478+08:00	0x05	-0.7358	-0.1198	0.6584	0.1032	161.80	263.59	0.33
2026-03-16T16:52:18.4902016+08:00	0x07	0.4443	0.6050	0.4437	-0.4896	26.00	237.37	283.61
2026-03-16T16:52:18.5578371+08:00	0x05	-0.7297	-0.1376	0.6627	0.0970	160.75	264.09	2.34
2026-03-16T16:52:18.9575508+08:00	0x07	0.4222	0.6131	0.4548	-0.4889	17.62	243.32	283.96
2026-03-16T16:52:18.9907009+08:00	0x05	-0.7415	-0.1477	0.6430	0.1217	157.94	261.76	0.55
2026-03-16T16:52:19.3901437+08:00	0x07	0.4207	0.6472	0.4308	-0.4675	27.30	231.67	288.02
2026-03-16T16:52:19.4679262+08:00	0x05	-0.7302	-0.1639	0.6563	0.0960	158.50	263.08	4.30
2026-03-16T16:52:19.8634497+08:00	0x07	0.4290	0.7110	0.3490	-0.4343	38.32	219.99	299.66
2026-03-16T16:52:19.8918527+08:00	0x05	-0.7272	-0.1645	0.6641	0.0549	161.63	263.52	7.97
2026-03-16T16:52:20.2911938+08:00	0x07	0.4466	0.7192	0.3317	-0.4163	43.86	214.91	301.91
2026-03-16T16:52:20.3617956+08:00	0x05	-0.7466	-0.1495	0.6457	0.0579	162.56	260.77	6.13
2026-03-16T16:52:20.7624598+08:00	0x07	0.4528	0.7172	0.3334	-0.4116	45.56	213.33	301.68
2026-03-16T16:52:20.8246725+08:00	0x05	-0.7588	-0.1465	0.6312	0.0657	162.16	258.74	4.89
2026-03-16T16:52:21.1906122+08:00	0x07	0.4472	0.7152	0.3389	-0.4169	43.95	214.74	300.97
2026-03-16T16:52:21.2583032+08:00	0x05	-0.7541	-0.1458	0.6364	0.0707	161.89	259.60	4.53
2026-03-16T16:52:21.6583855+08:00	0x07	0.4397	0.6966	0.3716	-0.4282	41.11	217.08	296.59
2026-03-16T16:52:21.7248182+08:00	0x05	-0.7350	-0.1435	0.6577	0.0818	161.38	263.00	3.93
2026-03-16T16:52:22.1123160+08:00	0x07	0.4216	0.6164	0.4562	-0.4839	18.90	241.44	283.96
2026-03-16T16:52:22.1787265+08:00	0x05	-0.7569	-0.1162	0.6295	0.1317	160.00	260.03	356.96
2026-03-16T16:52:22.5482627+08:00	0x07	0.4160	0.5803	0.4830	-0.5069	357.89	264.02	280.80
2026-03-16T16:52:22.6175491+08:00	0x05	-0.7496	-0.0972	0.6389	0.1430	160.74	261.76	354.83
2026-03-16T16:52:23.0124539+08:00	0x07	0.4609	0.5499	0.4852	-0.4998	11.86	253.88	276.12
2026-03-16T16:52:23.0807648+08:00	0x05	-0.7434	-0.0819	0.6503	0.1334	162.75	263.16	354.74
2026-03-16T16:52:23.4466616+08:00	0x07	0.4578	0.5550	0.4600	-0.5204	10.53	257.35	279.24
2026-03-16T16:52:23.5469834+08:00	0x05	-0.7263	-0.0841	0.6718	0.1190	163.59	266.03	356.56
2026-03-16T16:52:23.9114107+08:00	0x07	0.5193	0.5567	0.4500	-0.4668	70.60	198.22	279.65
2026-03-16T16:52:23.9786426+08:00	0x05	-0.6892	-0.0945	0.7144	0.0758	166.19	271.85	1.75
2026-03-16T16:52:24.3455568+08:00	0x07	0.5088	0.5297	0.4135	-0.5382	33.76	242.21	279.72
2026-03-16T16:52:24.4465023+08:00	0x05	-0.6667	-0.0632	0.7380	0.0836	168.01	275.92	358.96
2026-03-16T16:52:24.8133381+08:00	0x07	0.3810	0.6277	0.3309	-0.5927	9.93	260.96	299.88
2026-03-16T16:52:24.9152806+08:00	0x05	-0.6992	-0.0450	0.7012	0.1320	165.53	271.05	353.02
2026-03-16T16:52:25.2792946+08:00	0x07	0.2005	0.7042	0.2774	-0.6221	355.32	264.61	320.20
2026-03-16T16:52:25.3484773+08:00	0x05	-0.7204	-0.0238	0.6679	0.1854	163.14	267.69	346.39
2026-03-16T16:52:25.7160030+08:00	0x07	0.2060	0.7023	0.2791	-0.6216	355.66	264.62	319.59
2026-03-16T16:52:25.8126597+08:00	0x05	-0.7249	-0.0477	0.6622	0.1836	161.40	266.75	348.29
2026-03-16T16:52:26.1792027+08:00	0x07	0.0731	0.7339	0.1943	-0.6467	351.04	264.54	337.68
2026-03-16T16:52:26.2669786+08:00	0x05	-0.7327	-0.0628	0.6587	0.1592	162.23	265.27	351.34
2026-03-16T16:52:26.6164412+08:00	0x07	-0.0103	0.7412	0.1152	-0.6613	350.22	264.26	350.96
2026-03-16T16:52:26.7341143+08:00	0x05	-0.7202	-0.0844	0.6741	0.1405	161.80	267.02	354.92
2026-03-16T16:52:27.0799112+08:00	0x07	-0.0687	0.7334	-0.0027	-0.6764	354.40	265.10	5.56
2026-03-16T16:52:27.2015045+08:00	0x05	-0.7197	-0.1063	0.6778	0.1061	162.73	266.64	359.50
2026-03-16T16:52:27.5132828+08:00	0x07	-0.0982	0.7109	-0.1638	-0.6769	5.07	268.16	21.46
2026-03-16T16:52:27.6472436+08:00	0x05	-0.7419	-0.1075	0.6579	0.0726	165.21	262.88	1.94
2026-03-16T16:52:27.9794342+08:00	0x07	-0.3122	0.7287	-0.2365	-0.5618	344.72	249.05	44.06
2026-03-16T16:52:28.1134059+08:00	0x05	-0.7591	-0.1163	0.6370	0.0667	164.82	259.64	2.69
2026-03-16T16:52:28.4114169+08:00	0x07	-0.4069	0.7133	-0.2272	-0.5235	328.79	238.18	48.61
