timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_deg	right_knee_deg
2026-07-01T22:48:38.4863274+08:00	0x07	-0.3200	-0.5580	0.3366	-0.6878	349.45	72.64	54.66	0.00	0.00
2026-07-01T22:48:38.5194872+08:00	0x03	-0.4062	0.3992	0.7367	0.3646	152.87	318.81	297.83	0.00	0.00
2026-07-01T22:48:38.7034669+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:38.8030982+08:00	0x08	-0.0820	-0.7217	0.0019	-0.6874	6.70	93.18	6.63	0.00	0.00
2026-07-01T22:48:38.9368820+08:00	0x02	0.7689	0.1537	-0.5873	0.2005	179.95	254.73	29.27	0.00	0.00
2026-07-01T22:48:39.0367165+08:00	0x07	0.3102	-0.6123	-0.3170	-0.6545	3.31	84.55	307.41	0.00	0.00
2026-07-01T22:48:39.1204331+08:00	0x06	0.2117	-0.6728	-0.2272	-0.6715	1.43	89.65	323.85	0.00	0.00
2026-07-01T22:48:39.2868178+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:39.4370841+08:00	0x04	0.3187	0.2986	-0.3071	0.8456	331.60	26.56	46.25	0.00	0.00
2026-07-01T22:48:39.5033463+08:00	0x02	0.2303	0.4789	-0.6462	0.5478	276.89	27.56	60.60	0.00	0.00
2026-07-01T22:48:39.6204783+08:00	0x03	-0.1348	0.4809	0.4365	0.7483	41.95	50.23	321.57	0.00	0.00
2026-07-01T22:48:39.6867935+08:00	0x06	0.2123	-0.6730	-0.2272	-0.6711	1.37	89.71	323.79	0.00	0.00
2026-07-01T22:48:39.8199799+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:39.9532122+08:00	0x08	-0.0732	-0.7228	-0.0067	-0.6872	6.62	93.20	5.22	0.00	0.00
2026-07-01T22:48:40.0030775+08:00	0x04	0.3132	0.3036	-0.2905	0.8517	334.37	28.41	45.23	0.00	0.00
2026-07-01T22:48:40.0371216+08:00	0x07	0.3302	-0.6043	-0.3374	-0.6419	3.51	84.67	303.74	0.00	0.00
2026-07-01T22:48:40.1035968+08:00	0x02	0.2064	0.4875	-0.6389	0.5582	280.87	32.54	58.57	0.00	0.00
2026-07-01T22:48:40.1705786+08:00	0x03	-0.1213	0.4810	0.4207	0.7596	40.27	51.07	323.91	0.00	0.00
2026-07-01T22:48:40.2369559+08:00	0x06	0.2129	-0.6729	-0.2276	-0.6708	1.34	89.74	323.70	0.00	0.00
2026-07-01T22:48:40.3864971+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:40.5199595+08:00	0x04	0.3073	0.3096	-0.2748	0.8569	336.97	30.28	44.17	0.00	0.00
2026-07-01T22:48:40.5866085+08:00	0x07	0.3337	-0.6024	-0.3410	-0.6399	3.61	84.58	303.08	0.00	0.00
2026-07-01T22:48:40.6375428+08:00	0x03	-0.1205	0.4814	0.4196	0.7600	40.13	51.18	324.04	0.00	0.00
2026-07-01T22:48:40.7867996+08:00	0x06	0.2129	-0.6732	-0.2272	-0.6707	1.29	89.78	323.74	0.00	0.00
2026-07-01T22:48:40.9371338+08:00	0x08	-0.0697	-0.7232	-0.0098	-0.6870	6.59	93.21	4.68	0.00	0.00
2026-07-01T22:48:40.9699051+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:41.1042177+08:00	0x04	0.3020	0.3141	-0.2626	0.8609	338.89	31.65	43.23	0.00	0.00
2026-07-01T22:48:41.1705237+08:00	0x01	-0.5426	-0.0414	0.3584	-0.7585	287.18	321.34	58.53	0.00	0.00
2026-07-01T22:48:41.2205868+08:00	0x03	-0.1218	0.4811	0.4203	0.7596	40.20	51.09	323.88	0.00	0.00
2026-07-01T22:48:41.3379336+08:00	0x06	0.2136	-0.6733	-0.2274	-0.6703	1.22	89.85	323.66	0.00	0.00
2026-07-01T22:48:41.4536426+08:00	0x08	-0.0705	-0.7234	-0.0089	-0.6867	6.58	93.26	4.81	0.00	0.00
2026-07-01T22:48:41.6374592+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:41.7037073+08:00	0x07	0.3358	-0.6011	-0.3431	-0.6389	3.68	84.50	302.69	0.00	0.00
2026-07-01T22:48:41.7701765+08:00	0x03	-0.1220	0.4807	0.4189	0.7606	40.02	51.07	323.97	0.00	0.00
2026-07-01T22:48:41.8707442+08:00	0x06	0.2140	-0.6735	-0.2273	-0.6700	1.16	89.92	323.63	0.00	0.00
2026-07-01T22:48:42.0211451+08:00	0x08	-0.0697	-0.7239	-0.0097	-0.6864	6.58	93.32	4.68	0.00	0.00
2026-07-01T22:48:42.0707038+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:42.1875234+08:00	0x04	0.2979	0.3171	-0.2527	0.8642	340.37	32.61	42.46	0.00	0.00
2026-07-01T22:48:42.2875061+08:00	0x07	0.3400	-0.5991	-0.3468	-0.6366	3.71	84.47	301.97	0.00	0.00
2026-07-01T22:48:42.3225123+08:00	0x01	-0.1443	-0.4458	0.4119	-0.7815	320.23	45.86	36.36	0.00	0.00
2026-07-01T22:48:42.4377403+08:00	0x06	0.2132	-0.6728	-0.2269	-0.6711	1.25	89.74	323.74	0.00	0.00
2026-07-01T22:48:42.5211609+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:42.7038612+08:00	0x04	0.2962	0.3171	-0.2495	0.8657	340.77	32.76	42.15	0.00	0.00
2026-07-01T22:48:42.8214723+08:00	0x01	-0.1322	-0.4565	0.4102	-0.7784	320.52	47.69	35.47	0.00	0.00
2026-07-01T22:48:42.8404354+08:00	0x07	0.3416	-0.5988	-0.3478	-0.6354	3.58	84.60	301.72	0.00	0.00
2026-07-01T22:48:42.8957757+08:00	0x02	0.2053	0.4885	-0.6363	0.5607	281.68	33.17	58.42	0.00	0.00
2026-07-01T22:48:42.9377136+08:00	0x03	-0.1197	0.4807	0.4187	0.7611	40.08	51.12	324.21	0.00	0.00
2026-07-01T22:48:42.9598868+08:00	0x06	0.2130	-0.6723	-0.2269	-0.6717	1.31	89.62	323.76	0.00	0.00
2026-07-01T22:48:43.1217460+08:00	0x08	-0.0694	-0.7235	-0.0097	-0.6867	6.56	93.25	4.66	0.00	0.00
2026-07-01T22:48:43.1538121+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:48:43.2881847+08:00	0x04	0.2974	0.3204	-0.2453	0.8653	341.59	33.48	42.22	2.59	0.00
2026-07-01T22:48:43.3879171+08:00	0x07	0.3480	-0.5958	-0.3525	-0.6322	3.49	84.61	300.68	4.02	0.00
2026-07-01T22:48:43.4377834+08:00	0x03	-0.1215	0.4830	0.4184	0.7595	39.88	51.44	323.93	4.74	0.00
2026-07-01T22:48:43.5378542+08:00	0x06	0.2128	-0.6719	-0.2265	-0.6723	1.32	89.54	323.81	5.67	0.00
2026-07-01T22:48:43.7047644+08:00	0x08	-0.0660	-0.7235	-0.0126	-0.6871	6.49	93.20	4.16	6.34	0.00
2026-07-01T22:48:43.7378361+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	6.41	0.00
2026-07-01T22:48:43.8714672+08:00	0x04	0.2963	0.3214	-0.2440	0.8656	341.80	33.69	42.06	6.59	0.00
2026-07-01T22:48:43.9045889+08:00	0x01	-0.1278	-0.4596	0.4056	-0.7797	321.10	48.37	34.89	6.62	0.00
2026-07-01T22:48:43.9215431+08:00	0x07	0.3512	-0.5938	-0.3563	-0.6302	3.68	84.46	300.03	6.63	0.00
2026-07-01T22:48:43.9715398+08:00	0x03	-0.1212	0.4831	0.4185	0.7595	39.90	51.45	323.96	6.82	0.00
2026-07-01T22:48:44.0213159+08:00	0x06	0.2121	-0.6722	-0.2257	-0.6725	1.30	89.55	323.93	6.97	0.00
2026-07-01T22:48:44.1710189+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	7.15	0.00
2026-07-01T22:48:44.3705420+08:00	0x04	0.2930	0.3237	-0.2416	0.8666	342.15	34.13	41.62	7.23	0.00
2026-07-01T22:48:44.4378657+08:00	0x07	0.3521	-0.5929	-0.3574	-0.6298	3.77	84.36	299.84	7.25	0.00
2026-07-01T22:48:44.5543056+08:00	0x03	-0.1241	0.4819	0.4189	0.7596	39.89	51.21	323.69	7.36	0.00
