timestamp	device	q0	q1	q2	q3	yaw	pitch	roll
2026-06-10T15:17:32.7679801+08:00	0x01	-0.0103	-0.0335	0.2489	0.9679	28.85	355.99	359.81
2026-06-10T15:17:32.8260612+08:00	0x07	0.3740	0.5565	-0.5030	0.5453	328.30	66.41	75.43
2026-06-10T15:17:32.9237468+08:00	0x08	0.5836	0.4506	-0.5013	0.4529	158.64	243.77	78.62
2026-06-10T15:17:33.0901242+08:00	0x02	-0.0204	0.0146	0.8747	0.4840	122.11	358.77	357.41
2026-06-10T15:17:33.1921742+08:00	0x03	-0.0227	-0.0263	0.2037	0.9784	23.58	356.52	358.07
2026-06-10T15:17:33.2751527+08:00	0x06	-0.6751	-0.0131	0.7373	0.0211	177.20	275.06	359.47
2026-06-10T15:17:33.4246987+08:00	0x07	0.3730	0.5575	-0.5025	0.5455	328.58	66.76	75.29
2026-06-10T15:17:33.4775702+08:00	0x04	-0.0135	-0.0325	-0.0302	0.9989	356.59	356.32	358.34
2026-06-10T15:17:33.6580693+08:00	0x02	-0.0203	0.0146	0.8747	0.4840	122.11	358.77	357.41
2026-06-10T15:17:33.7188962+08:00	0x03	-0.0227	-0.0263	0.2037	0.9784	23.58	356.52	358.07
2026-06-10T15:17:33.9001060+08:00	0x01	-0.0103	-0.0334	0.2489	0.9679	28.85	355.99	359.81
2026-06-10T15:17:33.9427496+08:00	0x07	0.3723	0.5581	-0.5021	0.5457	328.79	67.01	75.20
2026-06-10T15:17:33.9977983+08:00	0x06	-0.6753	-0.0133	0.7371	0.0213	177.16	275.03	359.48
2026-06-10T15:17:34.2447806+08:00	0x02	-0.0203	0.0146	0.8747	0.4840	122.11	358.77	357.41
2026-06-10T15:17:34.2926612+08:00	0x03	-0.0227	-0.0263	0.2037	0.9784	23.58	356.52	358.07
2026-06-10T15:17:34.3720874+08:00	0x06	-0.6735	-0.0159	0.7388	0.0191	177.15	275.30	359.87
2026-06-10T15:17:34.5262996+08:00	0x09	0.1237	0.7217	-0.1947	0.6526	355.17	94.63	26.27
2026-06-10T15:17:34.5626569+08:00	0x07	0.3711	0.5593	-0.5009	0.5464	329.28	67.54	74.99
2026-06-10T15:17:34.7746900+08:00	0x02	-0.0203	0.0146	0.8747	0.4840	122.11	358.77	357.41
2026-06-10T15:17:34.8631559+08:00	0x03	-0.0227	-0.0263	0.2037	0.9784	23.58	356.52	358.06
2026-06-10T15:17:34.9551418+08:00	0x06	-0.6746	-0.0150	0.7378	0.0208	177.08	275.13	359.66
2026-06-10T15:17:35.0270511+08:00	0x07	0.3709	0.5595	-0.5010	0.5462	329.28	67.57	74.98
2026-06-10T15:17:35.1093221+08:00	0x09	0.1224	0.7214	-0.1946	0.6532	355.04	94.53	26.15
2026-06-10T15:17:35.3272133+08:00	0x02	-0.0203	0.0146	0.8747	0.4840	122.11	358.77	357.41
2026-06-10T15:17:35.4243910+08:00	0x03	-0.0227	-0.0263	0.2037	0.9784	23.58	356.52	358.06
2026-06-10T15:17:35.4604390+08:00	0x06	-0.6755	-0.0157	0.7369	0.0192	177.16	274.98	359.84
