timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_deg	right_knee_deg
2026-07-01T22:05:15.5748617+08:00	0x07	-0.5730	0.2680	0.6905	0.3509	163.78	288.32	309.44	0.00	0.00
2026-07-01T22:05:15.7088992+08:00	0x04	0.2517	0.3736	-0.2596	0.8542	340.92	40.51	38.61	0.00	0.00
2026-07-01T22:05:15.9378693+08:00	0x03	-0.2026	0.4776	0.4431	0.7311	40.85	48.33	313.99	0.00	0.00
2026-07-01T22:05:15.9758833+08:00	0x02	0.8914	0.1694	-0.3602	0.2167	170.24	221.33	30.56	0.00	0.00
2026-07-01T22:05:16.1098157+08:00	0x06	0.2071	-0.6690	-0.2276	-0.6766	2.19	88.64	324.21	0.00	0.00
2026-07-01T22:05:16.1267704+08:00	0x07	-0.6593	-0.1821	0.7093	-0.1706	180.13	274.21	28.90	0.00	0.00
2026-07-01T22:05:16.2261575+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:05:16.3088424+08:00	0x01	-0.7065	0.0288	0.2672	-0.6547	250.13	270.00	65.46	0.00	0.00
2026-07-01T22:05:16.4926748+08:00	0x02	0.3247	0.4624	-0.6747	0.4749	250.40	0.16	68.81	0.00	0.00
2026-07-01T22:05:16.6602205+08:00	0x07	-0.6567	-0.1953	0.7042	-0.1864	180.40	274.11	31.33	0.00	0.00
2026-07-01T22:05:16.6932592+08:00	0x06	0.2066	-0.6683	-0.2274	-0.6775	2.26	88.49	324.28	0.00	0.00
2026-07-01T22:05:16.7102644+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:05:16.8779032+08:00	0x01	-0.2780	-0.4241	0.4808	-0.7154	310.29	34.95	53.66	0.00	0.00
2026-07-01T22:05:17.0262607+08:00	0x03	-0.2031	0.4765	0.4444	0.7309	41.12	48.07	313.92	0.00	0.00
2026-07-01T22:05:17.1299967+08:00	0x06	0.2061	-0.6683	-0.2270	-0.6777	2.27	88.47	324.35	0.00	0.00
2026-07-01T22:05:17.1748685+08:00	0x08	-0.4774	-0.5102	0.4766	-0.5334	346.63	75.26	84.71	0.00	0.00
2026-07-01T22:05:17.3133633+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:05:17.3755266+08:00	0x04	0.2523	0.3736	-0.2576	0.8546	341.21	40.60	38.59	0.00	0.00
2026-07-01T22:05:17.4420682+08:00	0x01	-0.2625	-0.4339	0.4862	-0.7117	309.99	36.72	52.70	0.00	0.00
2026-07-01T22:05:17.5924479+08:00	0x02	0.3023	0.4667	-0.6794	0.4787	253.93	5.39	67.46	0.00	0.00
2026-07-01T22:05:17.7257432+08:00	0x07	-0.6561	-0.1958	0.7044	-0.1870	180.44	274.19	31.41	0.00	0.00
2026-07-01T22:05:17.7590779+08:00	0x03	-0.2029	0.4795	0.4450	0.7286	41.04	48.53	313.75	0.00	0.00
2026-07-01T22:05:17.8924134+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:05:17.9578427+08:00	0x01	-0.2593	-0.4356	0.4877	-0.7107	309.83	37.01	52.52	0.00	0.00
2026-07-01T22:05:18.1443621+08:00	0x03	-0.2040	0.4807	0.4432	0.7286	40.64	48.83	313.67	0.00	0.00
2026-07-01T22:05:18.2111831+08:00	0x07	-0.6560	-0.1978	0.7034	-0.1889	180.42	274.11	31.75	0.00	0.00
2026-07-01T22:05:18.2468502+08:00	0x06	0.2065	-0.6687	-0.2271	-0.6772	2.22	88.56	324.30	0.00	0.00
2026-07-01T22:05:18.3753179+08:00	0x02	0.3017	0.4684	-0.6789	0.4782	254.18	5.76	67.59	0.00	0.00
2026-07-01T22:05:18.5427890+08:00	0x01	-0.2584	-0.4352	0.4866	-0.7121	310.01	37.06	52.32	0.00	0.00
2026-07-01T22:05:18.5649215+08:00	0x04	0.2541	0.3766	-0.2590	0.8524	341.25	40.99	38.92	0.00	0.00
2026-07-01T22:05:18.6256337+08:00	0x03	-0.2046	0.4814	0.4431	0.7280	40.57	48.94	313.56	0.00	0.00
2026-07-01T22:05:18.6759147+08:00	0x02	0.3021	0.4669	-0.6798	0.4782	253.83	5.36	67.47	0.00	0.00
