timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_flexion_deg	left_knee_included_deg	right_knee_flexion_deg	right_knee_included_deg
2026-07-06T15:06:32.5919370+08:00	0x06	0.1793	-0.6185	-0.2132	-0.7347	6.18	78.42	328.18	0.00	180.00	0.00	180.00
2026-07-06T15:06:32.6437162+08:00	0x07	-0.4138	-0.4764	0.5165	-0.5788	301.32	31.34	76.21	0.00	180.00	0.00	180.00
2026-07-06T15:06:32.6925952+08:00	0x09	0.5279	-0.4643	-0.4867	-0.5186	154.77	289.76	271.97	0.00	180.00	0.00	180.00
2026-07-06T15:06:32.7837295+08:00	0x08	0.4124	-0.5729	-0.4452	-0.5509	3.90	89.27	285.31	0.00	180.00	0.00	180.00
2026-07-06T15:06:32.8628098+08:00	0x03	0.5755	-0.1423	-0.7784	-0.2065	169.78	289.54	332.66	0.00	180.00	0.00	180.00
2026-07-06T15:06:32.9427468+08:00	0x02	0.5780	-0.1465	-0.7923	-0.1296	177.77	288.22	337.55	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.1249422+08:00	0x06	0.1427	-0.6545	-0.1607	-0.7249	2.92	83.52	335.34	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.2421823+08:00	0x09	0.4898	-0.5389	-0.3953	-0.5598	337.66	105.68	282.97	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.3421244+08:00	0x08	0.3789	-0.6157	-0.3904	-0.5700	356.98	96.37	294.12	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.4255518+08:00	0x07	-0.4395	-0.4984	0.5139	-0.5426	305.57	37.30	81.54	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.4756896+08:00	0x02	0.5016	-0.0054	-0.8572	-0.1164	168.72	300.05	352.76	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.6922699+08:00	0x06	0.1297	-0.6899	-0.1367	-0.6989	0.74	89.11	338.29	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.7595025+08:00	0x09	0.4670	-0.5716	-0.3693	-0.5646	338.10	106.63	288.28	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.7932666+08:00	0x07	-0.4558	-0.5275	0.4856	-0.5274	344.46	76.18	83.27	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.8754961+08:00	0x08	0.3902	-0.6108	-0.4053	-0.5572	356.11	97.90	291.58	0.00	180.00	0.00	180.00
2026-07-06T15:06:33.9426287+08:00	0x03	0.3530	-0.3286	-0.6060	-0.6327	88.24	358.71	302.35	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.0593228+08:00	0x02	0.4891	-0.0226	-0.8614	-0.1355	167.61	301.90	350.13	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.1249313+08:00	0x04	0.3432	0.2736	-0.6368	0.6339	265.69	351.64	51.59	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.2754151+08:00	0x06	0.1619	-0.6804	-0.1691	-0.6944	0.94	88.60	332.94	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.3096338+08:00	0x07	-0.4337	-0.5410	0.4692	-0.5469	346.58	78.29	79.12	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.4592168+08:00	0x08	0.4235	-0.5895	-0.4325	-0.5349	352.18	101.50	285.64	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.5422348+08:00	0x02	0.4862	-0.0407	-0.8604	-0.1473	167.36	302.43	347.69	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.6642083+08:00	0x03	0.3611	-0.3223	-0.6145	-0.6230	91.71	355.47	302.22	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.7808246+08:00	0x06	0.1722	-0.6756	-0.1819	-0.6934	1.28	88.18	331.01	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.8430065+08:00	0x09	0.4345	-0.5949	-0.3363	-0.5867	342.83	101.89	294.50	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.8970342+08:00	0x07	-0.4220	-0.5502	0.4565	-0.5575	348.85	80.42	76.62	0.00	180.00	0.00	180.00
2026-07-06T15:06:34.9990826+08:00	0x03	0.3637	-0.3135	-0.6286	-0.6118	95.78	352.22	302.95	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.0483270+08:00	0x08	0.4406	-0.5773	-0.4482	-0.5213	348.83	104.84	282.36	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.1254655+08:00	0x02	0.4865	-0.0478	-0.8571	-0.1625	166.17	302.53	346.12	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.3598508+08:00	0x06	0.1801	-0.6744	-0.1917	-0.6900	1.44	88.30	329.54	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.4305124+08:00	0x09	0.4118	-0.6127	-0.3149	-0.5966	344.44	100.78	298.70	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.4637791+08:00	0x07	-0.4159	-0.5565	0.4467	-0.5637	350.95	82.31	75.04	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.5589654+08:00	0x03	0.3657	-0.3136	-0.6289	-0.6102	96.21	351.79	302.78	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.5768802+08:00	0x01	-0.3810	-0.2953	0.6103	-0.6286	266.27	350.06	57.08	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.6597272+08:00	0x02	0.4879	-0.0527	-0.8538	-0.1741	165.25	302.47	344.93	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.9261939+08:00	0x06	0.1870	-0.6720	-0.1995	-0.6882	1.57	88.19	328.29	0.00	180.00	0.00	180.00
2026-07-06T15:06:35.9766211+08:00	0x07	-0.4102	-0.5608	0.4407	-0.5684	351.55	82.87	73.86	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.0763106+08:00	0x03	0.3667	-0.3118	-0.6295	-0.6100	96.49	351.40	302.88	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.1141122+08:00	0x08	0.4574	-0.5635	-0.4657	-0.5062	343.40	110.37	278.87	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.1519249+08:00	0x04	0.1713	0.3734	-0.2243	0.8837	342.29	41.36	28.05	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.2266917+08:00	0x02	0.4882	-0.0582	-0.8511	-0.1841	164.50	302.54	343.81	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.4594230+08:00	0x06	0.1906	-0.6702	-0.2041	-0.6876	1.71	88.04	327.61	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.5101445+08:00	0x07	-0.4051	-0.5650	0.4347	-0.5725	352.24	83.52	72.75	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.6130940+08:00	0x03	0.3656	-0.3121	-0.6284	-0.6116	96.03	351.77	302.92	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.7291890+08:00	0x01	-0.3826	-0.2941	0.6120	-0.6266	265.60	349.43	57.08	0.00	180.00	0.00	180.00
2026-07-06T15:06:36.7841401+08:00	0x02	0.4875	-0.0607	-0.8481	-0.1983	163.13	302.79	342.76	0.00	180.00	0.00	180.00
2026-07-06T15:06:37.0258661+08:00	0x06	0.1937	-0.6680	-0.2088	-0.6875	1.93	87.78	326.96	0.00	180.00	0.00	180.00
2026-07-06T15:06:37.1599146+08:00	0x03	0.3655	-0.3118	-0.6287	-0.6115	96.08	351.74	302.96	0.00	180.00	0.00	180.00
2026-07-06T15:06:37.2429657+08:00	0x01	-0.3826	-0.2957	0.6098	-0.6279	266.12	349.85	57.27	0.00	180.00	0.00	180.00
2026-07-06T15:06:37.3103233+08:00	0x02	0.4896	-0.0602	-0.8470	-0.1981	163.16	302.51	342.78	0.00	180.00	0.00	180.00
2026-07-06T15:06:37.5406180+08:00	0x06	0.1966	-0.6669	-0.2124	-0.6867	2.02	87.72	326.41	0.00	180.00	0.00	180.00
2026-07-06T15:06:37.5776040+08:00	0x07	-0.3965	-0.5710	0.4252	-0.5796	352.97	84.14	70.95	0.00	180.00	0.00	180.00
2026-07-06T15:06:37.7038210+08:00	0x03	0.3646	-0.3109	-0.6324	-0.6087	96.89	351.31	303.17	9.22	170.78	21.99	158.01
2026-07-06T15:06:37.7768875+08:00	0x08	0.4677	-0.5531	-0.4786	-0.4962	337.87	116.03	276.47	13.38	166.62	28.78	151.22
2026-07-06T15:06:37.8765981+08:00	0x02	0.4904	-0.0613	-0.8468	-0.1967	163.39	302.39	342.74	16.43	163.57	33.27	146.73
2026-07-06T15:06:38.1269074+08:00	0x06	0.1974	-0.6663	-0.2134	-0.6867	2.07	87.65	326.26	19.31	160.69	35.63	144.37
2026-07-06T15:06:38.1462953+08:00	0x07	-0.3928	-0.5738	0.4212	-0.5823	353.26	84.42	70.19	19.40	160.60	35.66	144.34
2026-07-06T15:06:38.2532086+08:00	0x03	0.3651	-0.3105	-0.6304	-0.6106	96.46	351.46	303.13	20.17	159.83	35.78	144.22
2026-07-06T15:06:38.3096212+08:00	0x08	0.4693	-0.5521	-0.4798	-0.4947	336.33	117.57	276.22	20.44	159.56	35.81	144.19
2026-07-06T15:06:38.3992052+08:00	0x04	0.1178	0.3833	-0.1000	0.9106	354.49	44.83	16.93	20.70	159.30	35.94	144.06
2026-07-06T15:06:38.4273624+08:00	0x02	0.4902	-0.0642	-0.8464	-0.1979	163.42	302.43	342.38	20.75	159.25	35.97	144.03
2026-07-06T15:06:38.6603983+08:00	0x07	-0.3890	-0.5761	0.4179	-0.5850	353.33	84.49	69.48	20.98	159.02	36.03	143.97
2026-07-06T15:06:38.8273179+08:00	0x03	0.3679	-0.3087	-0.6324	-0.6078	97.43	350.50	303.10	21.47	158.53	36.03	143.97
2026-07-06T15:06:38.8937999+08:00	0x01	-0.3536	-0.3015	0.6257	-0.6265	266.67	353.49	55.13	21.56	158.44	36.03	143.97
2026-07-06T15:06:39.2265223+08:00	0x07	-0.3785	-0.5768	0.4124	-0.5950	351.76	82.68	67.83	21.73	158.27	36.03	143.97
2026-07-06T15:06:39.3144102+08:00	0x09	0.4125	-0.6121	-0.3155	-0.5963	344.40	100.81	298.57	22.36	157.64	36.03	143.97
2026-07-06T15:06:39.3690890+08:00	0x03	0.3678	-0.3088	-0.6324	-0.6079	97.40	350.53	303.11	22.63	157.37	35.98	144.02
2026-07-06T15:06:39.4929117+08:00	0x01	-0.3545	-0.3013	0.6253	-0.6265	266.66	353.39	55.19	23.01	156.99	35.93	144.07
2026-07-06T15:06:39.5509166+08:00	0x02	0.4902	-0.0642	-0.8464	-0.1978	163.42	302.43	342.39	23.08	156.93	35.92	144.08
2026-07-06T15:06:39.7518918+08:00	0x07	-0.3682	-0.5749	0.4097	-0.6051	349.56	80.22	66.43	23.25	156.75	35.91	144.09
2026-07-06T15:06:39.8774383+08:00	0x09	0.2702	-0.6837	-0.1830	-0.6528	350.57	95.82	322.92	24.08	155.92	35.91	144.09
2026-07-06T15:06:39.9415599+08:00	0x03	0.2133	-0.2695	-0.8662	-0.3626	139.06	347.16	321.56	24.22	155.78	46.09	133.91
2026-07-06T15:06:40.0111596+08:00	0x01	-0.1654	-0.2904	0.9115	-0.2395	205.43	348.19	37.50	24.36	155.64	54.03	125.97
2026-07-06T15:06:40.2104692+08:00	0x09	0.2375	-0.6858	-0.1580	-0.6696	352.23	93.62	327.67	24.52	155.48	59.73	120.27
2026-07-06T15:06:40.3229803+08:00	0x07	-0.3585	-0.5760	0.4009	-0.6156	349.17	79.33	64.59	24.55	155.45	63.22	116.78
2026-07-06T15:06:40.4276466+08:00	0x03	0.1677	-0.2234	-0.9562	-0.0870	174.09	341.54	332.84	25.48	154.52	64.71	115.29
2026-07-06T15:06:40.5266184+08:00	0x02	0.2686	0.0446	-0.7463	-0.6074	105.50	331.88	344.94	25.90	154.10	65.14	114.86
2026-07-06T15:06:40.7971695+08:00	0x09	0.2085	-0.6838	-0.1583	-0.6811	355.39	91.47	329.97	26.30	153.70	65.38	114.62
2026-07-06T15:06:40.8230405+08:00	0x07	-0.3564	-0.6402	0.3583	-0.5785	4.88	98.65	60.60	26.32	153.68	66.02	113.98
2026-07-06T15:06:40.9940273+08:00	0x08	0.4365	-0.5132	-0.5238	-0.5213	54.41	40.14	276.94	28.92	151.08	67.59	112.41
2026-07-06T15:06:41.0430289+08:00	0x02	0.2416	0.0617	-0.8017	-0.5432	114.07	332.57	350.59	29.16	150.84	67.94	112.06
2026-07-06T15:06:41.3381073+08:00	0x07	-0.2775	-0.6133	0.3711	-0.6396	346.75	80.81	54.12	30.02	149.98	68.85	111.15
2026-07-06T15:06:41.4444235+08:00	0x06	0.1739	-0.6214	-0.1859	-0.7410	3.90	78.95	330.74	32.84	147.16	68.88	111.12
2026-07-06T15:06:41.5782681+08:00	0x04	0.1365	0.0429	-0.2313	0.9623	333.14	1.16	16.42	31.28	148.72	68.89	111.11
2026-07-06T15:06:41.6607564+08:00	0x01	-0.1834	-0.3178	0.9303	0.0034	171.24	334.83	36.15	30.82	149.18	68.89	111.11
2026-07-06T15:06:41.8781060+08:00	0x07	-0.2512	-0.6301	0.3237	-0.6596	350.57	83.21	47.67	30.34	149.66	68.90	111.10
2026-07-06T15:06:42.0784761+08:00	0x04	0.1534	0.0304	-0.3539	0.9221	317.51	356.84	17.72	35.01	144.99	68.90	111.10
