timestamp	device	q0	q1	q2	q3	yaw	pitch	roll
2026-06-30T22:48:37.1926841+08:00	0x03	0.4843	-0.3854	-0.6737	-0.4038	155.62	304.41	294.44
2026-06-30T22:48:37.4578362+08:00	0x07	0.6066	0.2754	-0.6933	0.2749	183.85	279.25	45.67
2026-06-30T22:48:37.4738333+08:00	0x08	0.5221	0.5168	-0.4180	0.5345	41.35	124.35	81.93
2026-06-30T22:48:37.5628677+08:00	0x02	0.5784	0.2435	-0.7529	0.1982	181.19	285.33	36.59
2026-06-30T22:48:37.6746276+08:00	0x01	0.4091	0.2827	-0.6227	0.6041	258.05	341.62	57.82
2026-06-30T22:48:37.6913282+08:00	0x03	0.4035	-0.3859	-0.5834	-0.5898	90.98	357.63	292.14
2026-06-30T22:48:37.9912810+08:00	0x07	0.6369	0.2305	-0.7058	0.2074	179.94	275.86	36.13
2026-06-30T22:48:38.0467125+08:00	0x09	0.0780	0.7257	-0.2366	0.6414	347.74	94.18	26.33
2026-06-30T22:48:38.0911140+08:00	0x02	0.3871	0.2892	-0.7350	0.4758	231.36	331.13	52.50
2026-06-30T22:48:38.1961112+08:00	0x01	0.2554	0.3213	-0.6117	0.6763	280.36	10.44	47.61
2026-06-30T22:48:38.2747796+08:00	0x03	0.2554	-0.3947	-0.5026	-0.7255	55.39	29.52	309.88
2026-06-30T22:48:38.5584551+08:00	0x09	0.0789	0.7301	-0.2292	0.6389	348.61	95.01	25.82
2026-06-30T22:48:38.6748091+08:00	0x06	-0.1453	0.6523	0.1784	0.7221	4.36	83.17	333.73
2026-06-30T22:48:38.7747840+08:00	0x01	0.2470	0.3408	-0.6052	0.6757	282.63	14.06	48.27
2026-06-30T22:48:38.8423865+08:00	0x03	0.2209	-0.4061	-0.4938	-0.7365	52.87	33.58	313.41
2026-06-30T22:48:39.0920633+08:00	0x04	-0.3708	-0.1831	0.6729	-0.6134	255.34	337.37	44.52
2026-06-30T22:48:39.1412837+08:00	0x07	0.6587	0.1567	-0.7237	0.1332	179.14	275.20	23.73
