timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_deg	right_knee_deg
2026-07-01T22:47:04.8175349+08:00	0x02	0.6345	0.1691	-0.7502	-0.0772	160.46	278.01	8.97	0.00	0.00
2026-07-01T22:47:04.9172952+08:00	0x07	-0.6069	-0.1251	0.7496	-0.2325	192.88	285.24	28.02	0.00	0.00
2026-07-01T22:47:05.0173346+08:00	0x06	0.0956	-0.6118	-0.2058	-0.7577	12.27	75.29	336.63	0.00	0.00
2026-07-01T22:47:05.1832508+08:00	0x03	-0.4502	0.3595	0.6839	0.4477	139.73	318.84	296.52	0.00	0.00
2026-07-01T22:47:05.2512366+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:47:05.2845304+08:00	0x04	0.4841	0.1191	-0.5107	0.7005	270.92	326.91	53.11	0.00	0.00
2026-07-01T22:47:05.3560581+08:00	0x08	-0.1815	-0.6501	0.0926	-0.7320	6.25	84.47	22.72	0.00	0.00
2026-07-01T22:47:05.4013556+08:00	0x02	0.6372	0.1668	-0.7483	-0.0789	160.47	277.69	8.57	0.00	0.00
2026-07-01T22:47:05.4834903+08:00	0x07	-0.6079	-0.1270	0.7488	-0.2314	192.59	285.03	28.13	0.00	0.00
2026-07-01T22:47:05.6003691+08:00	0x06	0.0968	-0.6132	-0.2052	-0.7566	12.07	75.53	336.53	0.00	0.00
