timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_flexion_deg	left_knee_included_deg	right_knee_flexion_deg	right_knee_included_deg
2026-07-02T13:33:06.2531638+08:00	0x01	-0.6191	0.0755	0.3584	-0.6947	267.74	292.04	53.71	0.00	180.00	0.00	180.00
2026-07-02T13:33:06.3137657+08:00	0x09	0.3708	0.5722	-0.4235	0.5964	347.54	79.20	67.97	0.00	180.00	0.00	180.00
2026-07-02T13:33:06.4629218+08:00	0x06	-0.3815	0.5023	0.4498	0.6324	31.39	55.01	290.88	0.00	180.00	0.00	180.00
2026-07-02T13:33:06.5297745+08:00	0x07	-0.0314	0.6203	0.0180	0.7836	359.39	76.75	355.89	0.00	180.00	0.00	180.00
2026-07-02T13:33:06.6479409+08:00	0x03	-0.3894	0.4941	0.5561	0.5432	70.36	26.43	283.46	0.00	180.00	0.00	180.00
2026-07-02T13:33:06.7475500+08:00	0x01	-0.5432	-0.1603	0.5679	-0.5973	245.00	310.12	56.19	0.00	180.00	0.00	180.00
2026-07-02T13:33:06.8810635+08:00	0x09	-0.3004	0.6535	0.2225	0.6582	352.12	92.73	316.66	7.76	172.24	0.00	180.00
2026-07-02T13:33:06.9519093+08:00	0x06	-0.3935	0.5741	0.4008	0.5957	3.97	85.19	291.71	7.76	172.24	0.00	180.00
2026-07-02T13:33:07.0639958+08:00	0x07	-0.4932	0.4574	0.5291	0.5173	115.81	332.82	276.13	7.76	172.24	0.00	180.00
2026-07-02T13:33:07.2058721+08:00	0x08	-0.4208	0.5960	0.4168	0.5422	350.58	102.31	287.61	7.76	172.24	0.00	180.00
2026-07-02T13:33:07.2158440+08:00	0x03	-0.4292	0.4087	0.6502	0.4754	128.66	330.32	290.03	7.76	172.24	0.00	180.00
2026-07-02T13:33:07.3130741+08:00	0x02	-0.8774	-0.1198	0.4392	-0.1513	175.22	232.26	21.76	7.76	172.24	0.00	180.00
2026-07-02T13:33:07.3677992+08:00	0x09	-0.0062	0.7298	-0.0709	0.6799	353.92	93.77	5.45	7.76	172.24	0.00	180.00
2026-07-02T13:33:07.4125530+08:00	0x01	-0.5343	-0.2823	0.6875	-0.4028	206.03	298.00	54.94	7.76	172.24	0.00	180.00
2026-07-02T13:33:07.4528064+08:00	0x06	-0.3414	0.6043	0.3512	0.6284	3.18	85.97	301.40	7.76	172.24	7.76	172.24
2026-07-02T13:33:07.6181469+08:00	0x07	-0.5245	0.4174	0.5749	0.4691	154.35	295.57	283.56	7.76	172.24	7.76	172.24
2026-07-02T13:33:07.7336152+08:00	0x03	-0.4281	0.4114	0.6476	0.4776	127.63	331.29	289.65	7.76	172.24	7.76	172.24
2026-07-02T13:33:07.8955791+08:00	0x02	-0.6934	-0.2640	0.5705	0.3522	128.57	264.10	349.21	7.76	172.24	7.76	172.24
2026-07-02T13:33:07.9296645+08:00	0x09	0.1213	0.7161	-0.1956	0.6590	354.63	93.51	26.10	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.0135078+08:00	0x06	-0.3025	0.6226	0.3092	0.6521	2.44	86.18	308.77	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.1470705+08:00	0x07	-0.5705	0.3640	0.6128	0.4082	168.07	281.82	294.25	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.2640601+08:00	0x03	-0.2617	0.3509	0.8416	0.3165	147.76	340.50	310.87	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.3044766+08:00	0x08	-0.4484	0.5670	0.4478	0.5262	349.30	103.01	281.55	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.4531910+08:00	0x09	0.2076	0.6909	-0.2745	0.6358	355.34	93.05	40.03	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.5031895+08:00	0x02	-0.5328	-0.2501	0.3991	0.7031	82.17	291.58	326.67	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.5172530+08:00	0x01	-0.5351	-0.2789	0.6845	-0.4090	207.16	298.32	55.05	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.5512029+08:00	0x06	-0.2756	0.6338	0.2833	0.6649	2.28	86.27	313.48	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.6897223+08:00	0x07	-0.5900	0.3209	0.6442	0.3660	169.99	280.55	302.29	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.8667593+08:00	0x08	-0.4610	0.5604	0.4562	0.5151	343.57	108.75	279.52	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.8827167+08:00	0x03	-0.2968	0.3273	0.8597	0.2565	159.33	330.69	314.36	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.8960481+08:00	0x01	-0.4612	-0.2659	0.8306	-0.1636	181.89	302.54	36.35	7.76	172.24	7.76	172.24
2026-07-02T13:33:08.9966441+08:00	0x02	-0.5550	-0.2899	0.4253	0.6535	88.56	284.23	331.39	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.0395301+08:00	0x09	0.2914	0.6628	-0.3479	0.5956	357.26	94.72	53.93	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.1561146+08:00	0x06	-0.2595	0.6440	0.2660	0.6687	1.70	87.16	316.40	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.1810455+08:00	0x07	-0.6059	0.2878	0.6643	0.3296	171.78	279.23	308.56	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.3652511+08:00	0x08	-0.4737	0.5542	0.4637	0.5035	334.41	117.93	277.73	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.4144783+08:00	0x03	-0.3387	0.3362	0.8493	0.2256	166.98	322.11	313.62	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.4808978+08:00	0x09	0.3470	0.6383	-0.3935	0.5633	359.96	97.12	63.28	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.5677134+08:00	0x02	-0.5680	-0.3065	0.4496	0.6175	93.14	280.63	334.79	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.6804725+08:00	0x06	-0.2437	0.6500	0.2507	0.6747	1.63	87.25	319.10	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.7640512+08:00	0x07	-0.6214	0.2592	0.6782	0.2946	173.61	277.71	314.13	7.76	172.24	7.76	172.24
2026-07-02T13:33:09.9306436+08:00	0x03	-0.3394	0.3316	0.8523	0.2199	167.64	321.78	314.39	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.0692590+08:00	0x09	0.4010	0.6055	-0.4411	0.5273	4.05	100.90	73.14	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.0961879+08:00	0x02	-0.5558	-0.3197	0.4703	0.6064	93.72	281.05	338.08	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.1317016+08:00	0x08	-0.4758	0.5526	0.4651	0.5019	332.74	119.56	277.40	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.2138397+08:00	0x06	-0.2344	0.6507	0.2403	0.6811	1.65	86.80	320.81	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.3117202+08:00	0x07	-0.6336	0.2288	0.6918	0.2601	174.75	276.95	319.75	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.4791747+08:00	0x08	-0.4766	0.5511	0.4658	0.5022	332.80	119.38	277.22	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.5248661+08:00	0x03	-0.3377	0.3293	0.8550	0.2156	168.03	321.89	314.87	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.6690505+08:00	0x02	-0.5596	-0.3135	0.4734	0.6037	94.62	281.04	337.74	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.7861279+08:00	0x06	-0.2241	0.6540	0.2283	0.6856	1.44	86.81	322.71	7.76	172.24	7.76	172.24
2026-07-02T13:33:10.8645343+08:00	0x07	-0.6443	0.2014	0.7002	0.2323	175.36	276.25	324.45	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.0466943+08:00	0x08	-0.4785	0.5499	0.4667	0.5009	331.12	121.01	276.98	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.0810860+08:00	0x01	-0.4781	-0.2699	0.8178	-0.1722	181.70	299.95	37.32	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.1309756+08:00	0x09	0.3994	0.6066	-0.4397	0.5284	3.86	100.73	72.85	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.2640246+08:00	0x06	-0.2185	0.6573	0.2222	0.6862	1.25	87.13	323.71	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.4307790+08:00	0x07	-0.6578	0.1603	0.7112	0.1890	176.22	275.42	331.53	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.5202787+08:00	0x08	-0.4822	0.5478	0.4687	0.4978	327.20	124.89	276.53	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.5469996+08:00	0x01	-0.4849	-0.2611	0.8206	-0.1528	179.82	298.78	35.22	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.6036196+08:00	0x03	-0.3368	0.3247	0.8565	0.2182	167.40	322.26	315.32	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.7311115+08:00	0x09	0.4766	0.5485	-0.5062	0.4644	57.90	154.42	86.43	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.7482042+08:00	0x02	-0.5627	-0.3321	0.4998	0.5685	98.03	278.84	342.08	7.76	172.24	7.76	172.24
2026-07-02T13:33:11.8811061+08:00	0x06	-0.2132	0.6602	0.2156	0.6871	1.04	87.38	324.71	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.0965977+08:00	0x07	-0.6629	0.1414	0.7152	0.1704	176.43	275.15	334.65	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.1379592+08:00	0x03	-0.2719	0.4601	0.6127	0.5823	77.66	25.29	298.31	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.2584239+08:00	0x02	-0.5626	-0.3316	0.4991	0.5696	97.93	278.90	341.94	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.3028751+08:00	0x09	0.5120	0.5168	-0.5354	0.4290	144.45	240.84	83.11	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.3503290+08:00	0x06	-0.2122	0.6645	0.2132	0.6841	0.68	88.12	325.00	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.4974541+08:00	0x07	-0.6689	0.1290	0.7150	0.1572	176.74	274.49	336.75	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.6321798+08:00	0x01	-0.2681	-0.3406	0.6406	-0.6338	273.22	8.05	50.92	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.6910353+08:00	0x03	-0.2748	0.4574	0.6222	0.5728	80.81	22.91	297.87	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.8570933+08:00	0x02	-0.5085	-0.3484	0.7724	-0.1529	170.56	289.48	43.93	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.8819516+08:00	0x09	0.5367	0.4951	-0.5534	0.4007	155.00	251.40	77.99	7.76	172.24	7.76	172.24
2026-07-02T13:33:12.9641633+08:00	0x06	-0.2097	0.6676	0.2134	0.6818	0.76	88.56	325.19	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.0485185+08:00	0x07	-0.6737	0.1143	0.7172	0.1367	177.43	274.04	339.63	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.2059543+08:00	0x01	-0.2486	-0.3640	0.6092	-0.6592	282.16	16.15	50.46	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.2648723+08:00	0x03	-0.0954	0.4768	0.4779	0.7316	49.20	49.00	323.46	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.3975191+08:00	0x09	0.5653	0.4668	-0.5701	0.3710	160.07	255.91	72.10	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.5359415+08:00	0x06	-0.2099	0.6691	0.2141	0.6800	0.71	88.86	325.11	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.5979570+08:00	0x07	-0.6764	0.1019	0.7189	0.1233	177.62	273.87	341.74	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.6475131+08:00	0x02	-0.3604	-0.3871	0.7809	-0.3323	206.59	325.24	57.58	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.7641943+08:00	0x03	-0.0761	0.4787	0.4523	0.7487	46.22	50.71	326.84	7.76	172.24	7.76	172.24
2026-07-02T13:33:13.9245336+08:00	0x02	-0.3861	-0.3850	0.7752	-0.3190	201.52	318.95	57.49	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.0648956+08:00	0x09	0.6058	0.4142	-0.5996	0.3193	165.27	260.52	62.07	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.1773670+08:00	0x07	-0.6754	0.0854	0.7248	0.1062	177.70	274.36	344.50	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.1883342+08:00	0x01	-0.2491	-0.3633	0.6102	-0.6585	281.90	15.91	50.49	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.3016292+08:00	0x03	-0.0739	0.4776	0.4479	0.7522	45.74	50.76	327.38	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.4798588+08:00	0x09	0.6236	0.3843	-0.6154	0.2911	167.26	262.34	56.72	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.6476791+08:00	0x06	-0.2126	0.6633	0.2168	0.6839	1.02	87.92	324.66	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.6975146+08:00	0x07	-0.6766	0.0673	0.7280	0.0877	177.85	274.43	347.49	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.8487898+08:00	0x03	-0.0685	0.4814	0.4370	0.7567	44.37	51.75	328.37	7.76	172.24	7.76	172.24
2026-07-02T13:33:14.9024738+08:00	0x08	-0.4855	0.5519	0.4659	0.4926	320.84	131.44	277.00	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.0151144+08:00	0x02	-0.3864	-0.3837	0.7816	-0.3042	198.98	317.67	56.60	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.0816960+08:00	0x09	0.6401	0.3561	-0.6282	0.2623	168.28	263.25	51.56	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.1934411+08:00	0x06	-0.2118	0.6638	0.2139	0.6846	0.81	87.98	324.97	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.2821540+08:00	0x01	-0.2246	-0.3817	0.5736	-0.6891	291.29	23.83	48.36	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.3146794+08:00	0x07	-0.6776	0.0521	0.7300	0.0733	177.88	274.45	349.90	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.3729783+08:00	0x03	-0.0623	0.4832	0.4285	0.7609	43.44	52.40	329.41	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.4822984+08:00	0x08	-0.4866	0.5515	0.4655	0.4924	320.01	132.17	276.99	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.6274988+08:00	0x02	-0.4029	-0.3737	0.7845	-0.2874	195.09	313.50	54.88	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.7811203+08:00	0x07	-0.6785	0.0424	0.7307	0.0623	178.06	274.38	351.58	7.76	172.24	7.76	172.24
2026-07-02T13:33:15.9110005+08:00	0x03	-0.0577	0.4855	0.4222	0.7634	42.75	52.99	330.13	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.0489283+08:00	0x08	-0.4878	0.5525	0.4648	0.4906	317.95	134.29	277.12	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.1151506+08:00	0x02	-0.4059	-0.3664	0.7939	-0.2661	191.96	311.81	52.91	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.1495042+08:00	0x09	0.6669	0.3011	-0.6487	0.2094	169.92	264.53	42.06	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.2987454+08:00	0x06	-0.2087	0.6668	0.2108	0.6837	0.70	88.35	325.50	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.3156270+08:00	0x07	-0.6797	0.0294	0.7314	0.0469	178.35	274.28	353.88	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.4484605+08:00	0x03	-0.0500	0.4891	0.4181	0.7639	42.43	53.78	330.96	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.5490467+08:00	0x08	-0.4862	0.5544	0.4632	0.4917	319.57	132.71	277.41	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.6818055+08:00	0x09	0.6777	0.2757	-0.6561	0.1849	170.45	264.87	37.76	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.7232620+08:00	0x02	-0.3969	-0.3740	0.7927	-0.2723	193.26	313.59	54.01	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.8662062+08:00	0x07	-0.6806	0.0171	0.7317	0.0343	178.46	274.20	355.89	7.76	172.24	7.76	172.24
2026-07-02T13:33:16.9982819+08:00	0x03	-0.0500	0.4921	0.4230	0.7592	42.96	54.07	330.52	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.1322918+08:00	0x08	-0.4865	0.5548	0.4628	0.4913	319.09	133.20	277.47	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.2317515+08:00	0x09	0.6891	0.2468	-0.6632	0.1563	170.90	265.11	32.87	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.2919701+08:00	0x06	-0.2101	0.6660	0.2123	0.6835	0.72	88.29	325.25	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.3659079+08:00	0x07	-0.6813	0.0042	0.7317	0.0205	178.61	274.11	358.04	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.4749750+08:00	0x01	-0.2179	-0.3897	0.5512	-0.7049	296.10	27.21	47.45	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.5319273+08:00	0x03	-0.0533	0.4907	0.4181	0.7626	42.23	53.93	330.55	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.7058387+08:00	0x08	-0.4870	0.5549	0.4630	0.4905	318.35	133.98	277.46	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.8656337+08:00	0x06	-0.2099	0.6663	0.2134	0.6830	0.82	88.32	325.17	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.9209280+08:00	0x07	-0.6813	-0.0102	0.7319	0.0031	178.95	274.10	0.61	7.76	172.24	7.76	172.24
2026-07-02T13:33:17.9442976+08:00	0x01	-0.1914	-0.4004	0.5321	-0.7211	300.41	31.65	44.59	7.76	172.24	7.76	172.24
2026-07-02T13:33:18.1265947+08:00	0x03	-0.0525	0.4910	0.4166	0.7633	42.07	54.03	330.71	7.76	172.24	7.76	172.24
2026-07-02T13:33:18.2198728+08:00	0x08	-0.4867	0.5554	0.4630	0.4903	318.42	133.96	277.49	7.76	172.24	7.76	172.24
2026-07-02T13:33:18.2984600+08:00	0x09	0.7076	0.1887	-0.6730	0.1033	171.97	265.45	23.59	7.76	172.24	7.76	172.24
2026-07-02T13:33:18.4321532+08:00	0x06	-0.2094	0.6660	0.2138	0.6833	0.93	88.25	325.18	7.76	172.24	7.76	172.24
2026-07-02T13:33:18.5151243+08:00	0x01	-0.1930	-0.4005	0.5295	-0.7224	300.85	31.76	44.67	7.76	172.24	7.76	172.24
