timestamp	device	q0	q1	q2	q3	yaw	pitch	roll
2026-05-08T14:48:39.8234650+08:00	0x01	-0.0179	-0.0642	-0.2255	0.9720	334.09	353.29	356.35
2026-05-08T14:48:39.8630291+08:00	0x04	-0.0145	-0.0192	-0.2015	0.9792	336.78	358.18	357.93
2026-05-08T14:48:39.9359100+08:00	0x03	0.0101	-0.0464	0.2655	0.9629	30.72	355.18	2.52
2026-05-08T14:48:40.0131595+08:00	0x09	0.0525	-0.0674	-0.6405	0.7632	280.02	350.21	359.64
2026-05-08T14:48:40.1281475+08:00	0x08	-0.0042	-0.0154	0.0535	0.9984	6.14	358.21	359.62
2026-05-08T14:48:40.2361604+08:00	0x02	0.0169	-0.0044	-0.9733	0.2289	206.47	358.00	359.96
2026-05-08T14:48:40.2754882+08:00	0x06	0.6690	-0.1526	-0.6868	-0.2396	171.52	273.95	327.98
2026-05-08T14:48:40.3372705+08:00	0x01	-0.0179	-0.0642	-0.2255	0.9720	334.09	353.29	356.35
2026-05-08T14:48:40.3836460+08:00	0x04	-0.0145	-0.0192	-0.2015	0.9792	336.78	358.18	357.93
2026-05-08T14:48:40.4771216+08:00	0x03	0.0101	-0.0464	0.2655	0.9629	30.72	355.18	2.52
2026-05-08T14:48:40.6160332+08:00	0x06	0.7040	-0.1651	-0.6479	-0.2398	174.62	266.87	326.53
2026-05-08T14:48:40.6699641+08:00	0x09	0.0525	-0.0673	-0.6405	0.7632	280.02	350.21	359.65
2026-05-08T14:48:40.7095097+08:00	0x08	-0.0042	-0.0155	0.0535	0.9984	6.14	358.20	359.62
2026-05-08T14:48:40.7326588+08:00	0x02	0.0169	-0.0044	-0.9733	0.2289	206.47	358.00	359.96
2026-05-08T14:48:40.9260402+08:00	0x01	-0.0179	-0.0642	-0.2255	0.9720	334.09	353.29	356.35
2026-05-08T14:48:41.0021629+08:00	0x03	0.0100	-0.0464	0.2655	0.9629	30.72	355.18	2.52
2026-05-08T14:48:41.0869505+08:00	0x09	0.0525	-0.0673	-0.6405	0.7632	280.02	350.21	359.65
2026-05-08T14:48:41.1877563+08:00	0x06	0.7111	-0.1527	-0.6463	-0.2308	174.52	266.09	328.29
2026-05-08T14:48:41.2580107+08:00	0x07	-0.4038	-0.5883	0.4451	-0.5410	358.66	93.79	73.88
2026-05-08T14:48:41.4666792+08:00	0x05	0.0101	0.0092	0.4351	0.9003	51.60	1.46	0.59
2026-05-08T14:48:41.4936580+08:00	0x04	-0.0145	-0.0192	-0.2015	0.9792	336.78	358.18	357.93
2026-05-08T14:48:41.5504077+08:00	0x03	0.0100	-0.0464	0.2655	0.9629	30.72	355.18	2.52
2026-05-08T14:48:41.5956355+08:00	0x02	0.0168	-0.0044	-0.9733	0.2289	206.47	358.01	359.96
2026-05-08T14:48:41.7047224+08:00	0x09	0.0525	-0.0673	-0.6405	0.7632	280.02	350.21	359.65
2026-05-08T14:48:41.7186821+08:00	0x06	0.7090	-0.1522	-0.6497	-0.2282	174.57	266.53	328.58
