timestamp	device	q0	q1	q2	q3	yaw	pitch	roll
2026-05-21T20:42:43.8647538+08:00	0x02	-0.0018	-0.5664	0.8237	0.0257	172.92	354.89	68.92
2026-05-21T20:42:44.0988273+08:00	0x01	-0.0513	-0.4580	0.3940	-0.7952	319.73	50.10	26.26
2026-05-21T20:42:44.2853232+08:00	0x03	-0.1219	0.3936	0.3844	0.8261	38.62	40.13	329.73
2026-05-21T20:42:44.3382418+08:00	0x02	-0.1811	-0.4811	0.5812	-0.6308	294.85	40.06	51.98
2026-05-21T20:42:44.4650157+08:00	0x04	-0.1514	0.2998	0.5199	0.7854	60.33	22.04	326.66
2026-05-21T20:42:44.6199106+08:00	0x01	-0.0442	-0.4607	0.3933	-0.7944	319.62	50.65	25.63
2026-05-21T20:42:44.9036043+08:00	0x02	-0.1854	-0.4745	0.5710	-0.6438	296.53	39.69	51.31
2026-05-21T20:42:45.1792975+08:00	0x03	-0.1180	0.4217	0.3616	0.8231	34.90	44.64	330.06
2026-05-21T20:42:45.1981175+08:00	0x01	-0.0441	-0.4623	0.3928	-0.7937	319.71	50.88	25.67
2026-05-21T20:42:45.4268143+08:00	0x02	-0.1811	-0.4773	0.5687	-0.6450	297.16	40.56	50.94
2026-05-21T20:42:45.4549738+08:00	0x04	-0.0822	0.3401	0.2947	0.8892	29.94	36.39	339.72
2026-05-21T20:42:45.7018082+08:00	0x01	-0.0459	-0.4606	0.3923	-0.7949	319.80	50.62	25.74
2026-05-21T20:42:45.7362229+08:00	0x03	-0.1173	0.4195	0.3590	0.8255	34.66	44.44	330.34
2026-05-21T20:42:46.0120480+08:00	0x02	-0.1843	-0.4759	0.5696	-0.6443	296.90	40.10	51.22
2026-05-21T20:42:46.2528406+08:00	0x03	-0.1177	0.4212	0.3628	0.8229	35.07	44.55	330.04
2026-05-21T20:42:46.5169080+08:00	0x02	-0.1881	-0.4755	0.5683	-0.6446	297.09	39.92	51.53
2026-05-21T20:42:46.5670085+08:00	0x04	-0.0742	0.3436	0.2707	0.8962	27.27	37.40	341.39
2026-05-21T20:42:46.7519406+08:00	0x01	-0.0458	-0.4609	0.3894	-0.7961	320.16	50.73	25.59
2026-05-21T20:42:46.7988413+08:00	0x03	-0.1175	0.4218	0.3609	0.8235	34.83	44.68	330.14
2026-05-21T20:42:47.0987145+08:00	0x02	-0.1888	-0.4759	0.5663	-0.6459	297.51	40.13	51.52
2026-05-21T20:42:47.3318937+08:00	0x03	-0.1198	0.4212	0.3609	0.8234	34.77	44.56	329.92
2026-05-21T20:42:47.6698575+08:00	0x02	-0.1892	-0.4770	0.5663	-0.6449	297.55	40.26	51.66
2026-05-21T20:42:47.8415025+08:00	0x01	-0.0466	-0.4618	0.3869	-0.7968	320.52	50.88	25.56
2026-05-21T20:42:48.1856551+08:00	0x02	-0.1913	-0.4766	0.5684	-0.6428	297.11	39.91	51.97
2026-05-21T20:42:48.2159173+08:00	0x04	-0.0722	0.3452	0.2683	0.8965	27.02	37.68	341.66
2026-05-21T20:42:48.3693474+08:00	0x01	-0.0496	-0.4616	0.3869	-0.7968	320.64	50.78	25.86
2026-05-21T20:42:48.6489834+08:00	0x02	-0.1959	-0.4739	0.5686	-0.6432	296.87	39.21	52.27
2026-05-21T20:42:48.7458819+08:00	0x04	-0.0748	0.3465	0.2680	0.8958	26.88	37.80	341.35
2026-05-21T20:42:48.9391162+08:00	0x01	-0.0563	-0.4553	0.3869	-0.7999	320.73	49.78	26.25
2026-05-21T20:42:48.9490890+08:00	0x03	-0.1272	0.4133	0.3617	0.8259	34.90	43.34	329.40
2026-05-21T20:42:49.2960101+08:00	0x02	-0.1988	-0.4707	0.5689	-0.6444	296.61	38.53	52.35
