timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_deg	right_knee_deg
2026-07-02T11:28:56.2798844+08:00	0x09	-0.2206	0.6776	0.1575	0.6837	354.41	91.04	329.00	0.00	0.00
2026-07-02T11:28:56.4148196+08:00	0x08	0.3842	-0.5340	-0.4787	-0.5814	30.71	62.02	286.65	0.00	0.00
2026-07-02T11:28:56.4485506+08:00	0x06	-0.1442	0.6182	0.1260	0.7624	0.85	77.91	337.94	0.00	0.00
2026-07-02T11:28:56.6640977+08:00	0x07	-0.6092	0.2304	0.7054	0.2795	171.24	281.72	318.27	0.00	0.00
2026-07-02T11:28:56.8143985+08:00	0x09	-0.2265	0.6710	0.1553	0.6888	353.95	90.20	328.65	0.00	0.00
2026-07-02T11:28:57.0149839+08:00	0x06	-0.1733	0.6611	0.1342	0.7176	357.68	85.83	334.78	0.00	0.00
2026-07-02T11:28:57.0479137+08:00	0x08	0.3945	-0.5906	-0.4304	-0.5570	2.44	91.60	288.57	0.00	0.00
2026-07-02T11:28:57.1991293+08:00	0x07	-0.6390	0.2445	0.6658	0.2976	173.20	275.17	315.10	0.00	0.00
2026-07-02T11:28:57.3641476+08:00	0x09	-0.2140	0.6983	0.1127	0.6737	350.55	94.28	333.53	0.00	0.00
2026-07-02T11:28:57.5981167+08:00	0x06	-0.2033	0.6676	0.1555	0.6992	356.44	88.29	330.53	0.00	0.00
2026-07-02T11:28:57.6310291+08:00	0x08	0.4060	-0.5971	-0.4259	-0.5452	356.19	97.98	287.95	0.00	0.00
2026-07-02T11:28:57.7472582+08:00	0x07	-0.6539	0.2190	0.6706	0.2734	173.93	273.70	319.36	0.00	0.00
2026-07-02T11:28:57.9479236+08:00	0x09	-0.2083	0.6970	0.1108	0.6771	351.03	93.72	334.11	0.00	0.00
2026-07-02T11:28:58.1157780+08:00	0x06	-0.2033	0.6658	0.1587	0.7001	356.80	87.97	330.26	0.00	0.00
2026-07-02T11:28:58.2811282+08:00	0x07	-0.6572	0.2104	0.6755	0.2599	174.52	273.49	321.25	0.00	0.00
2026-07-02T11:28:58.3817495+08:00	0x09	-0.2094	0.6949	0.1172	0.6779	351.51	93.43	333.47	0.00	0.00
2026-07-02T11:28:58.6810216+08:00	0x06	-0.2085	0.6651	0.1669	0.6973	357.02	88.11	329.14	0.00	0.00
2026-07-02T11:28:58.8151102+08:00	0x07	-0.6571	0.2067	0.6790	0.2539	174.68	273.70	322.10	0.00	0.00
2026-07-02T11:28:58.9149103+08:00	0x09	-0.2019	0.6970	0.1108	0.6791	351.67	93.37	334.62	0.00	0.00
2026-07-02T11:28:59.2651086+08:00	0x06	-0.2159	0.6578	0.1843	0.6977	358.17	87.16	327.07	0.00	0.00
2026-07-02T11:28:59.2976954+08:00	0x08	0.4377	-0.5739	-0.4630	-0.5145	352.12	102.76	280.95	0.00	0.00
2026-07-02T11:28:59.3487332+08:00	0x07	-0.6633	0.1845	0.6911	0.2200	175.93	273.56	326.84	0.00	0.00
