timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_deg	right_knee_deg
2026-07-01T22:09:17.9091904+08:00	0x07	-0.5778	0.2475	0.7259	0.2792	170.60	286.67	317.00	0.00	0.00
2026-07-01T22:09:17.9421196+08:00	0x02	0.6303	0.3040	-0.7089	-0.0881	147.56	271.25	18.66	0.00	0.00
2026-07-01T22:09:17.9590617+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:09:18.1425219+08:00	0x08	0.4272	0.5486	-0.4117	0.5891	356.84	83.59	72.76	0.00	0.00
2026-07-01T22:09:18.1591052+08:00	0x06	0.1429	-0.6393	-0.1986	-0.7290	6.92	80.81	332.46	0.00	0.00
2026-07-01T22:09:18.3612348+08:00	0x04	0.5265	0.1344	-0.4889	0.6824	266.46	321.01	58.22	0.00	0.00
2026-07-01T22:09:18.4606542+08:00	0x02	0.6352	0.3015	-0.7063	-0.0819	148.21	270.68	18.78	0.00	0.00
2026-07-01T22:09:18.5337299+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:09:18.5923634+08:00	0x03	-0.4615	0.4024	0.6878	0.3900	156.08	307.94	294.02	0.00	0.00
2026-07-01T22:09:18.6263014+08:00	0x06	0.1678	-0.6814	-0.1750	-0.6906	0.85	89.02	331.95	0.00	0.00
2026-07-01T22:09:18.7594962+08:00	0x01	-0.6766	-0.0665	0.4447	-0.5831	234.03	278.21	58.02	0.00	0.00
2026-07-01T22:09:18.9257200+08:00	0x04	0.3892	0.0714	-0.7551	0.5227	238.86	323.24	30.97	0.00	0.00
2026-07-01T22:09:18.9793981+08:00	0x07	-0.3271	0.5220	0.4327	0.6582	29.00	59.19	298.07	0.00	0.00
2026-07-01T22:09:19.0928747+08:00	0x03	-0.1754	0.4283	0.4584	0.7587	46.47	40.55	318.79	0.00	0.00
2026-07-01T22:09:19.2414484+08:00	0x08	0.6926	-0.0877	-0.7097	-0.0945	179.25	271.49	345.20	0.00	0.00
2026-07-01T22:09:19.2676645+08:00	0x06	0.1867	-0.6833	-0.1892	-0.6800	0.15	90.24	329.17	0.00	0.00
2026-07-01T22:09:19.4100258+08:00	0x04	0.3769	0.1352	-0.6361	0.6596	262.79	336.10	42.01	0.00	0.00
2026-07-01T22:09:19.5260355+08:00	0x07	-0.3640	0.5819	0.3660	0.6285	4.47	82.90	297.94	0.00	0.00
2026-07-01T22:09:19.6102955+08:00	0x03	-0.0972	0.4535	0.4225	0.7787	42.39	47.61	327.69	0.00	0.00
2026-07-01T22:09:19.7210539+08:00	0x06	0.1979	-0.6812	-0.2002	-0.6759	0.06	90.43	327.30	0.00	0.00
2026-07-01T22:09:19.8281662+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:09:20.0093829+08:00	0x04	0.3496	0.1874	-0.5291	0.7501	286.45	352.62	46.29	0.00	0.00
2026-07-01T22:09:20.0587627+08:00	0x07	-0.3720	0.5791	0.3731	0.6222	4.31	83.22	296.50	0.00	0.00
2026-07-01T22:09:20.1599467+08:00	0x03	-0.0901	0.4567	0.4251	0.7763	42.87	48.14	328.12	0.00	0.00
2026-07-01T22:09:20.2262734+08:00	0x08	0.7133	-0.1476	-0.6719	-0.1339	181.90	266.19	337.09	0.00	0.00
2026-07-01T22:09:20.2762034+08:00	0x06	0.2042	-0.6788	-0.2072	-0.6742	0.15	90.34	326.18	0.00	0.00
2026-07-01T22:09:20.4380088+08:00	0x01	-0.2560	-0.3361	0.5962	-0.6827	283.84	13.45	48.61	0.00	0.00
