timestamp	device	q0	q1	q2	q3	yaw	pitch	roll	left_knee_deg	right_knee_deg
2026-07-01T22:03:26.6687993+08:00	0x04	0.3137	0.2647	-0.2311	0.8821	340.87	25.91	42.52	0.00	0.00
2026-07-01T22:03:26.7620634+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:03:26.8358393+08:00	0x07	-0.2758	-0.6374	0.3106	-0.6490	355.50	86.92	48.94	0.00	0.00
2026-07-01T22:03:26.8686885+08:00	0x03	-0.0444	0.4705	0.4226	0.7733	43.77	51.28	332.20	0.00	0.00
2026-07-01T22:03:27.2034519+08:00	0x08	-0.7275	-0.0674	0.6777	-0.0825	180.81	266.03	12.21	0.00	0.00
2026-07-01T22:03:27.3031453+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:03:27.3512697+08:00	0x07	-0.2689	-0.6404	0.3049	-0.6516	355.48	87.00	47.81	0.00	0.00
2026-07-01T22:03:27.4095014+08:00	0x03	-0.0444	0.4712	0.4253	0.7715	44.08	51.30	332.01	0.00	0.00
2026-07-01T22:03:27.7530166+08:00	0x08	-0.7272	-0.0761	0.6762	-0.0901	180.66	265.92	13.53	0.00	0.00
2026-07-01T22:03:27.7856997+08:00	0x09	0.0785	0.5647	-0.2558	0.7807	340.07	67.43	24.30	0.00	0.00
2026-07-01T22:03:27.8736430+08:00	0x07	-0.2639	-0.6429	0.3006	-0.6532	355.51	87.14	47.00	0.00	0.00
2026-07-01T22:03:27.9035857+08:00	0x06	0.2097	-0.6697	-0.2228	-0.6767	1.46	88.94	324.40	0.00	0.00
2026-07-01T22:03:28.0022517+08:00	0x03	-0.0441	0.4735	0.4234	0.7711	43.79	51.67	332.04	0.00	0.00
2026-07-01T22:03:28.0351449+08:00	0x02	0.1531	0.4427	-0.6515	0.5968	279.22	30.37	49.42	0.00	0.00
2026-07-01T22:03:28.2360931+08:00	0x01	-0.0834	-0.4347	0.4453	-0.7783	313.52	44.72	31.13	0.00	0.00
